best_correct_frac,best_wrong_frac,chosen_ok,chosen_pose,class,comp_id,gap_frac,image,verdict
0.1453,0.3733,1,pose0,Resistor,12,-0.228,circuit_215.jpg,correct_better
0.26,0.1717,0,pose6,MOSFET-N,14,0.0883,circuit_215.jpg,wrong_better
0.1087,0.3481,1,pose0,Resistor,0,-0.2394,circuit_226.jpg,correct_better
0.2177,0.1539,0,pose6,Op-Amp,1,0.0638,circuit_226.jpg,wrong_better
0.2664,0.2102,0,pose3,Op-Amp,2,0.0561,circuit_226.jpg,wrong_better
0.1128,0.3539,1,pose0,Resistor,3,-0.241,circuit_226.jpg,correct_better
0.1143,0.1142,0,pose4,V-DC,4,0.0001,circuit_226.jpg,tied
0.1143,0.36,1,pose0,Resistor,5,-0.2456,circuit_226.jpg,correct_better
,,0,pose3,Op-Amp,6,,circuit_226.jpg,no_correct_pose
,,0,pose3,Op-Amp,7,,circuit_226.jpg,no_correct_pose
0.1119,0.3551,1,pose0,Inductor,8,-0.2431,circuit_226.jpg,correct_better
0.1153,0.2466,1,pose0,Inductor,9,-0.1313,circuit_226.jpg,correct_better
0.1079,0.1078,0,pose6,I-DC,10,0.0002,circuit_226.jpg,tied
,,0,pose3,Op-Amp,11,,circuit_226.jpg,no_correct_pose
0.1113,0.3608,1,pose0,Resistor,12,-0.2494,circuit_226.jpg,correct_better
0.1207,0.3641,1,pose0,Resistor,13,-0.2434,circuit_226.jpg,correct_better
0.1644,0.3935,1,pose0,Capacitor,14,-0.2291,circuit_226.jpg,correct_better
0.1136,0.1597,1,pose0,Inductor,15,-0.0461,circuit_226.jpg,correct_better
0.1721,0.3837,1,pose2,Capacitor,17,-0.2117,circuit_226.jpg,correct_better
0.1547,0.3872,1,pose0,Capacitor,23,-0.2325,circuit_226.jpg,correct_better
0.0984,0.0985,1,pose0,V-DC,0,-0.0001,circuit_230.jpg,tied
0.0985,0.0986,1,pose0,I-DC,1,-0.0001,circuit_230.jpg,tied
0.154,0.3784,1,pose0,Capacitor,2,-0.2243,circuit_230.jpg,correct_better
0.112,0.2919,1,pose2,Resistor,3,-0.1798,circuit_230.jpg,correct_better
0.1117,0.3508,1,pose2,Resistor,4,-0.2391,circuit_230.jpg,correct_better
0.1105,0.3483,1,pose0,Inductor,6,-0.2378,circuit_230.jpg,correct_better
0.1139,0.3442,1,pose0,Resistor,7,-0.2303,circuit_230.jpg,correct_better
0.1104,0.3876,1,pose0,I-AC,0,-0.2772,circuit_238.jpg,correct_better
0.1052,0.1053,1,pose0,V-DC,1,-0.0001,circuit_238.jpg,tied
0.1031,0.1033,1,pose0,V-DC,2,-0.0002,circuit_238.jpg,tied
0.1724,0.3741,1,pose2,Capacitor,3,-0.2017,circuit_238.jpg,correct_better
,,1,pose0,V-AC,5,,circuit_238.jpg,no_wrong_pose
0.111,0.1109,0,pose4,I-DC,6,0.0,circuit_238.jpg,tied
0.145,0.3946,1,pose0,Inductor,7,-0.2496,circuit_238.jpg,correct_better
0.1835,0.3854,1,pose2,Capacitor,8,-0.202,circuit_238.jpg,correct_better
0.1804,0.3922,1,pose2,Capacitor,9,-0.2118,circuit_238.jpg,correct_better
0.1304,0.3733,1,pose0,Inductor,10,-0.2429,circuit_238.jpg,correct_better
0.1873,0.3987,1,pose2,Capacitor,11,-0.2114,circuit_238.jpg,correct_better
0.1464,0.3891,1,pose0,Inductor,12,-0.2427,circuit_238.jpg,correct_better
0.1379,0.3728,1,pose0,Inductor,13,-0.2349,circuit_238.jpg,correct_better
0.1177,0.3443,1,pose0,Resistor,0,-0.2265,circuit_260.jpg,correct_better
0.1051,0.3889,1,pose2,V-AC,1,-0.2838,circuit_260.jpg,correct_better
0.1176,0.3388,1,pose2,Resistor,2,-0.2212,circuit_260.jpg,correct_better
0.1233,0.3691,1,pose2,Inductor,3,-0.2458,circuit_260.jpg,correct_better
0.1608,0.3823,1,pose0,Capacitor,5,-0.2216,circuit_260.jpg,correct_better
0.0965,0.0954,0,pose6,V-DC,0,0.0011,circuit_263.jpg,tied
0.0929,0.0928,0,pose6,I-DC,1,0.0001,circuit_263.jpg,tied
0.1582,0.3757,1,pose0,Capacitor,2,-0.2175,circuit_263.jpg,correct_better
0.1109,0.3531,1,pose0,Inductor,3,-0.2422,circuit_263.jpg,correct_better
0.1123,0.3565,1,pose2,Resistor,4,-0.2442,circuit_263.jpg,correct_better
0.0972,0.0973,1,pose0,V-DC,0,-0.0,circuit_267.jpg,tied
0.0923,0.0923,0,pose4,I-DC,1,0.0,circuit_267.jpg,tied
,,1,pose0,Capacitor,2,,circuit_267.jpg,no_wrong_pose
0.1094,0.3456,1,pose0,Inductor,3,-0.2362,circuit_267.jpg,correct_better
0.1146,0.3445,1,pose0,Resistor,5,-0.2298,circuit_267.jpg,correct_better
0.1676,0.1689,1,pose0,Diode,0,-0.0013,circuit_294.jpg,tied
0.1628,0.164,1,pose0,Diode,1,-0.0012,circuit_294.jpg,tied
,,0,pose2,BJT-PNP,2,,circuit_294.jpg,no_correct_pose
0.2925,0.1516,0,pose2,BJT-NPN,3,0.1409,circuit_294.jpg,wrong_better
0.2953,0.149,0,pose2,BJT-NPN,4,0.1463,circuit_294.jpg,wrong_better
0.1453,0.3785,1,pose0,Resistor,5,-0.2332,circuit_294.jpg,correct_better
0.14,0.3792,1,pose2,Resistor,6,-0.2392,circuit_294.jpg,correct_better
0.1343,0.3665,1,pose0,Resistor,7,-0.2322,circuit_294.jpg,correct_better
,,0,pose2,BJT-PNP,8,,circuit_294.jpg,no_correct_pose
0.2416,0.1452,0,pose6,BJT-NPN,9,0.0964,circuit_294.jpg,wrong_better
,,0,pose2,BJT-PNP,10,,circuit_294.jpg,no_correct_pose
0.2627,0.1622,0,pose6,BJT-NPN,11,0.1004,circuit_294.jpg,wrong_better
0.3508,0.2512,0,pose2,BJT-PNP,12,0.0996,circuit_294.jpg,wrong_better
0.2214,0.1628,0,pose6,BJT-NPN,13,0.0586,circuit_294.jpg,wrong_better
0.1471,0.3728,1,pose2,Resistor,15,-0.2257,circuit_294.jpg,correct_better
0.1417,0.3674,1,pose2,Resistor,16,-0.2257,circuit_294.jpg,correct_better
0.1454,0.3739,1,pose2,Resistor,17,-0.2286,circuit_294.jpg,correct_better
0.2831,0.1372,0,pose2,BJT-NPN,0,0.1458,circuit_297.jpg,wrong_better
,,0,pose2,BJT-PNP,1,,circuit_297.jpg,no_correct_pose
0.1223,0.3542,1,pose2,Resistor,2,-0.232,circuit_297.jpg,correct_better
0.1257,0.353,1,pose2,Resistor,3,-0.2273,circuit_297.jpg,correct_better
0.1203,0.3498,1,pose2,Resistor,4,-0.2295,circuit_297.jpg,correct_better
,,0,pose2,BJT-PNP,5,,circuit_297.jpg,no_correct_pose
0.3084,0.1669,0,pose0,BJT-PNP,7,0.1415,circuit_297.jpg,wrong_better
0.1332,0.3692,1,pose0,Resistor,8,-0.236,circuit_297.jpg,correct_better
,,0,pose2,BJT-PNP,11,,circuit_297.jpg,no_correct_pose
0.281,0.1441,0,pose6,BJT-NPN,12,0.1369,circuit_297.jpg,wrong_better
,,0,pose2,BJT-NPN,13,,circuit_297.jpg,no_correct_pose
0.2571,0.143,0,pose6,BJT-NPN,14,0.114,circuit_297.jpg,wrong_better
0.1573,0.1586,1,pose0,Diode,15,-0.0014,circuit_297.jpg,tied
0.1195,0.3521,1,pose2,Resistor,17,-0.2325,circuit_297.jpg,correct_better
0.1355,0.3692,1,pose0,Resistor,18,-0.2337,circuit_297.jpg,correct_better
0.1619,0.1633,1,pose0,Diode,20,-0.0014,circuit_297.jpg,tied
0.2673,0.1303,0,pose6,BJT-NPN,21,0.137,circuit_297.jpg,wrong_better
0.162,0.2847,1,pose0,Capacitor,0,-0.1227,circuit_299.jpg,correct_better
0.0974,0.0973,0,pose6,I-DC,1,0.0001,circuit_299.jpg,tied
0.0897,0.0896,0,pose4,V-DC,2,0.0001,circuit_299.jpg,tied
0.1137,0.3532,1,pose0,Inductor,3,-0.2395,circuit_299.jpg,correct_better
0.121,0.3534,1,pose0,Resistor,4,-0.2324,circuit_299.jpg,correct_better
0.1115,0.2242,1,pose2,Resistor,5,-0.1127,circuit_299.jpg,correct_better
0.1109,0.1309,1,pose2,Resistor,6,-0.02,circuit_299.jpg,correct_better
0.1317,0.221,1,pose0,Inductor,0,-0.0893,circuit_300.jpg,correct_better
0.1515,0.3798,1,pose0,Capacitor,1,-0.2283,circuit_300.jpg,correct_better
0.1097,0.1637,1,pose0,Inductor,2,-0.054,circuit_300.jpg,correct_better
0.1134,0.3384,1,pose0,Resistor,3,-0.225,circuit_300.jpg,correct_better
0.1472,0.3803,1,pose0,Capacitor,4,-0.2331,circuit_300.jpg,correct_better
0.113,0.3453,1,pose2,Resistor,5,-0.2323,circuit_300.jpg,correct_better
,,1,pose0,V-AC,6,,circuit_300.jpg,no_wrong_pose
0.0984,0.3773,1,pose0,I-AC,8,-0.2789,circuit_300.jpg,correct_better
,,1,pose0,V-AC,0,,circuit_303.jpg,no_wrong_pose
0.1099,0.1098,0,pose6,I-DC,1,0.0002,circuit_303.jpg,tied
0.148,0.1463,0,pose4,Zener Diode,2,0.0017,circuit_303.jpg,tied
0.1501,0.1484,0,pose4,Zener Diode,3,0.0017,circuit_303.jpg,tied
0.1743,0.1755,1,pose0,Diode,5,-0.0013,circuit_303.jpg,tied
0.1788,0.18,1,pose0,Diode,6,-0.0012,circuit_303.jpg,tied
0.1345,0.295,1,pose0,Inductor,7,-0.1605,circuit_303.jpg,correct_better
0.1308,0.3731,1,pose0,Inductor,8,-0.2423,circuit_303.jpg,correct_better
0.1816,0.1828,1,pose0,Diode,9,-0.0012,circuit_303.jpg,tied
0.1291,0.3723,1,pose0,Inductor,10,-0.2431,circuit_303.jpg,correct_better
0.1742,0.1756,1,pose0,Diode,11,-0.0015,circuit_303.jpg,tied
0.1732,0.3994,1,pose0,Capacitor,12,-0.2262,circuit_303.jpg,correct_better
0.1681,0.3965,1,pose0,Capacitor,13,-0.2284,circuit_303.jpg,correct_better
0.1783,0.4033,1,pose0,Capacitor,15,-0.2249,circuit_303.jpg,correct_better
0.1307,0.3146,1,pose2,Resistor,16,-0.1839,circuit_303.jpg,correct_better
0.146,0.1442,0,pose4,Zener Diode,17,0.0018,circuit_303.jpg,tied
0.1682,0.1696,1,pose0,Diode,18,-0.0013,circuit_303.jpg,tied
0.0889,0.0889,0,pose4,V-DC,0,0.0,circuit_312.jpg,tied
0.105,0.3451,1,pose0,Inductor,1,-0.2402,circuit_312.jpg,correct_better
0.096,0.0961,1,pose0,I-DC,2,-0.0,circuit_312.jpg,tied
0.0873,0.0874,1,pose0,V-DC,3,-0.0,circuit_312.jpg,tied
0.1502,0.377,1,pose0,Capacitor,4,-0.2268,circuit_312.jpg,correct_better
0.1038,0.359,1,pose2,Inductor,5,-0.2552,circuit_312.jpg,correct_better
0.103,0.347,1,pose2,Resistor,6,-0.244,circuit_312.jpg,correct_better
0.1066,0.3575,1,pose2,Resistor,8,-0.2509,circuit_312.jpg,correct_better
0.1208,0.3238,1,pose0,Resistor,0,-0.203,circuit_318.jpg,correct_better
0.1685,0.3946,1,pose0,Capacitor,1,-0.2261,circuit_318.jpg,correct_better
0.1143,0.3453,1,pose0,Resistor,2,-0.231,circuit_318.jpg,correct_better
0.1083,0.3935,1,pose2,V-AC,3,-0.2853,circuit_318.jpg,correct_better
0.1227,0.3648,1,pose2,Inductor,5,-0.2421,circuit_318.jpg,correct_better
0.1197,0.3735,1,pose0,Inductor,0,-0.2538,circuit_324.jpg,correct_better
0.1847,0.4423,1,pose0,Capacitor,1,-0.2576,circuit_324.jpg,correct_better
0.1364,0.141,1,pose2,Zener Diode,2,-0.0046,circuit_324.jpg,tied
0.1281,0.1267,0,pose4,Zener Diode,3,0.0014,circuit_324.jpg,tied
0.1269,0.1313,1,pose2,Zener Diode,4,-0.0044,circuit_324.jpg,tied
0.144,0.1454,1,pose0,Diode,5,-0.0013,circuit_324.jpg,tied
0.1398,0.141,1,pose0,Diode,6,-0.0013,circuit_324.jpg,tied
0.1437,0.145,1,pose0,Diode,7,-0.0013,circuit_324.jpg,tied
0.1444,0.1456,1,pose0,Diode,8,-0.0012,circuit_324.jpg,tied
0.1,0.0999,0,pose6,I-DC,9,0.0001,circuit_324.jpg,tied
0.1094,0.3832,1,pose2,V-AC,10,-0.2737,circuit_324.jpg,correct_better
0.1085,0.231,1,pose2,Resistor,13,-0.1225,circuit_324.jpg,correct_better
0.1159,0.3576,1,pose0,Inductor,14,-0.2416,circuit_324.jpg,correct_better
0.1475,0.3799,1,pose0,Capacitor,15,-0.2324,circuit_324.jpg,correct_better
0.1589,0.3767,1,pose2,Capacitor,16,-0.2179,circuit_324.jpg,correct_better
0.151,0.1523,1,pose0,Diode,17,-0.0013,circuit_324.jpg,tied
0.1253,0.2442,1,pose0,Inductor,18,-0.1189,circuit_324.jpg,correct_better
0.1563,0.3686,1,pose0,Capacitor,0,-0.2123,circuit_327.jpg,correct_better
0.097,0.0972,1,pose0,V-DC,1,-0.0001,circuit_327.jpg,tied
0.1126,0.3458,1,pose0,Resistor,2,-0.2332,circuit_327.jpg,correct_better
0.1087,0.3433,1,pose0,Inductor,3,-0.2346,circuit_327.jpg,correct_better
0.1146,0.2691,1,pose2,Resistor,4,-0.1545,circuit_327.jpg,correct_better
0.3582,0.1159,0,pose4,Op-Amp,0,0.2423,circuit_328.jpg,wrong_better
0.2594,0.2017,0,pose7,Op-Amp,1,0.0577,circuit_328.jpg,wrong_better
0.1073,0.1062,0,pose6,V-DC,2,0.0011,circuit_328.jpg,tied
0.1099,0.3448,1,pose0,Resistor,3,-0.2348,circuit_328.jpg,correct_better
,,0,pose0,Op-Amp,4,,circuit_328.jpg,no_correct_pose
0.1243,0.3622,1,pose0,Resistor,5,-0.2379,circuit_328.jpg,correct_better
0.1171,0.3587,1,pose0,Resistor,6,-0.2416,circuit_328.jpg,correct_better
0.1421,0.1076,0,pose4,Op-Amp,7,0.0345,circuit_328.jpg,wrong_better
0.115,0.3523,1,pose0,Resistor,8,-0.2373,circuit_328.jpg,correct_better
0.1177,0.2425,1,pose0,Inductor,9,-0.1248,circuit_328.jpg,correct_better
0.1178,0.3592,1,pose0,Inductor,10,-0.2413,circuit_328.jpg,correct_better
0.1289,0.3696,1,pose0,Resistor,11,-0.2407,circuit_328.jpg,correct_better
,,0,pose3,Op-Amp,12,,circuit_328.jpg,no_correct_pose
0.1134,0.353,1,pose0,Inductor,13,-0.2395,circuit_328.jpg,correct_better
0.0999,0.1,1,pose0,I-DC,14,-0.0,circuit_328.jpg,tied
0.174,0.3814,1,pose2,Capacitor,19,-0.2073,circuit_328.jpg,correct_better
0.1966,0.3941,1,pose2,Capacitor,20,-0.1976,circuit_328.jpg,correct_better
0.1937,0.3886,1,pose2,Capacitor,22,-0.1949,circuit_328.jpg,correct_better
0.1008,0.1011,1,pose0,V-DC,0,-0.0002,circuit_333.jpg,tied
0.0999,0.1001,1,pose0,I-DC,1,-0.0002,circuit_333.jpg,tied
0.1685,0.38,1,pose0,Capacitor,2,-0.2115,circuit_333.jpg,correct_better
0.1085,0.1085,1,pose0,V-DC,3,-0.0001,circuit_333.jpg,tied
0.1191,0.3589,1,pose0,Inductor,4,-0.2398,circuit_333.jpg,correct_better
0.1163,0.3469,1,pose0,Resistor,6,-0.2306,circuit_333.jpg,correct_better
0.1197,0.359,1,pose0,Resistor,7,-0.2393,circuit_333.jpg,correct_better
0.1406,0.252,1,pose0,Resistor,8,-0.1114,circuit_333.jpg,correct_better
0.1165,0.1167,1,pose0,V-DC,9,-0.0002,circuit_333.jpg,tied
0.3052,0.2282,0,pose3,BJT-PNP,0,0.0769,circuit_337.jpg,wrong_better
0.3403,0.2311,0,pose2,BJT-PNP,1,0.1092,circuit_337.jpg,wrong_better
0.1344,0.3617,1,pose0,Resistor,2,-0.2273,circuit_337.jpg,correct_better
0.1303,0.3593,1,pose0,Resistor,3,-0.2289,circuit_337.jpg,correct_better
0.1649,0.1663,1,pose0,Diode,4,-0.0013,circuit_337.jpg,tied
0.2797,0.1397,0,pose6,BJT-NPN,5,0.14,circuit_337.jpg,wrong_better
0.1294,0.3564,1,pose2,Resistor,6,-0.227,circuit_337.jpg,correct_better
0.2846,0.1374,0,pose2,BJT-NPN,8,0.1473,circuit_337.jpg,wrong_better
0.2812,0.1391,0,pose2,BJT-NPN,9,0.142,circuit_337.jpg,wrong_better
0.1382,0.2594,1,pose2,Resistor,10,-0.1212,circuit_337.jpg,correct_better
0.1559,0.1573,1,pose0,Diode,12,-0.0013,circuit_337.jpg,tied
0.1244,0.3543,1,pose2,Resistor,14,-0.2299,circuit_337.jpg,correct_better
0.2794,0.1413,0,pose6,BJT-NPN,15,0.1381,circuit_337.jpg,wrong_better
0.1356,0.3704,1,pose2,Resistor,16,-0.2348,circuit_337.jpg,correct_better
0.2862,0.1515,0,pose6,BJT-NPN,19,0.1347,circuit_337.jpg,wrong_better
,,0,pose2,BJT-PNP,21,,circuit_337.jpg,no_correct_pose
,,0,pose2,BJT-PNP,22,,circuit_337.jpg,no_correct_pose
0.1514,0.1496,0,pose4,Zener Diode,0,0.0018,circuit_344.jpg,tied
0.0997,0.0999,1,pose0,V-DC,1,-0.0002,circuit_344.jpg,tied
0.0945,0.3859,1,pose2,V-AC,2,-0.2914,circuit_344.jpg,correct_better
,,1,pose0,V-AC,3,,circuit_344.jpg,no_wrong_pose
0.1104,0.2628,1,pose2,I-AC,5,-0.1524,circuit_344.jpg,correct_better
0.0916,0.3748,1,pose0,I-AC,6,-0.2832,circuit_344.jpg,correct_better
0.1291,0.3632,1,pose0,Resistor,7,-0.2341,circuit_344.jpg,correct_better
0.2683,0.2632,0,pose0,MOSFET-P,9,0.0051,circuit_344.jpg,tied
0.2917,0.1741,0,pose2,MOSFET-P,10,0.1176,circuit_344.jpg,wrong_better
0.2006,0.1702,0,pose6,MOSFET-N,11,0.0305,circuit_344.jpg,wrong_better
0.2577,0.1591,0,pose6,MOSFET-N,12,0.0986,circuit_344.jpg,wrong_better
0.2502,0.158,0,pose6,MOSFET-N,13,0.0922,circuit_344.jpg,wrong_better
,,0,pose2,MOSFET-P,14,,circuit_344.jpg,no_correct_pose
0.0912,0.0912,0,pose4,V-DC,0,0.0,circuit_35.jpg,tied
0.112,0.3377,1,pose0,Resistor,1,-0.2257,circuit_35.jpg,correct_better
0.1144,0.3431,1,pose0,Resistor,2,-0.2287,circuit_35.jpg,correct_better
0.1076,0.3283,1,pose0,Resistor,4,-0.2208,circuit_35.jpg,correct_better
0.0838,0.0839,1,pose0,I-DC,5,-0.0001,circuit_35.jpg,tied
0.1064,0.2951,1,pose0,Inductor,6,-0.1887,circuit_35.jpg,correct_better
0.1421,0.3707,1,pose0,Capacitor,7,-0.2286,circuit_35.jpg,correct_better
0.143,0.3722,1,pose0,Capacitor,8,-0.2292,circuit_35.jpg,correct_better
0.1036,0.3341,1,pose0,Inductor,9,-0.2305,circuit_35.jpg,correct_better
0.1204,0.3538,1,pose0,Inductor,0,-0.2334,circuit_350.jpg,correct_better
0.1205,0.3589,1,pose1,Inductor,1,-0.2384,circuit_350.jpg,correct_better
0.1308,0.3659,1,pose0,Inductor,2,-0.235,circuit_350.jpg,correct_better
0.1448,0.143,0,pose4,Zener Diode,3,0.0018,circuit_350.jpg,tied
0.1403,0.1385,0,pose4,Zener Diode,4,0.0018,circuit_350.jpg,tied
0.139,0.1373,0,pose4,Zener Diode,5,0.0017,circuit_350.jpg,tied
0.1541,0.1554,1,pose0,Diode,6,-0.0013,circuit_350.jpg,tied
0.1503,0.1515,1,pose0,Diode,7,-0.0013,circuit_350.jpg,tied
0.1707,0.1721,1,pose0,Diode,8,-0.0014,circuit_350.jpg,tied
0.158,0.1593,1,pose0,Diode,9,-0.0013,circuit_350.jpg,tied
0.1601,0.1615,1,pose0,Diode,10,-0.0014,circuit_350.jpg,tied
0.1842,0.3905,1,pose2,Capacitor,11,-0.2063,circuit_350.jpg,correct_better
0.1851,0.3868,1,pose2,Capacitor,12,-0.2018,circuit_350.jpg,correct_better
0.1861,0.3848,1,pose2,Capacitor,13,-0.1988,circuit_350.jpg,correct_better
0.1006,0.1005,0,pose6,I-DC,14,0.0001,circuit_350.jpg,tied
,,1,pose0,V-AC,15,,circuit_350.jpg,no_wrong_pose
0.1482,0.3809,1,pose2,Resistor,16,-0.2327,circuit_350.jpg,correct_better
,,1,pose0,V-AC,0,,circuit_355.jpg,no_wrong_pose
0.0907,0.2282,1,pose2,I-AC,1,-0.1375,circuit_355.jpg,correct_better
0.153,0.3811,1,pose0,Capacitor,2,-0.2281,circuit_355.jpg,correct_better
0.1094,0.2468,1,pose2,Inductor,3,-0.1374,circuit_355.jpg,correct_better
,,1,pose2,Capacitor,4,,circuit_355.jpg,no_wrong_pose
0.1133,0.3376,1,pose0,Resistor,6,-0.2243,circuit_355.jpg,correct_better
0.1561,0.3783,1,pose0,Capacitor,7,-0.2222,circuit_355.jpg,correct_better
0.1228,0.1226,0,pose6,I-DC,0,0.0001,circuit_356.jpg,tied
0.1226,0.2287,1,pose2,Resistor,1,-0.1061,circuit_356.jpg,correct_better
0.1176,0.3379,1,pose0,Resistor,2,-0.2203,circuit_356.jpg,correct_better
0.1668,0.2875,1,pose0,Capacitor,4,-0.1206,circuit_356.jpg,correct_better
0.1341,0.1329,0,pose6,V-DC,5,0.0012,circuit_356.jpg,tied
,,1,pose2,Inductor,6,,circuit_356.jpg,no_wrong_pose
0.0944,0.0933,0,pose6,V-DC,0,0.0011,circuit_361.jpg,tied
0.1444,0.3707,1,pose2,Capacitor,1,-0.2264,circuit_361.jpg,correct_better
0.1065,0.3625,1,pose2,Inductor,2,-0.256,circuit_361.jpg,correct_better
0.1016,0.1016,0,pose4,I-DC,3,0.0,circuit_361.jpg,tied
0.1086,0.3555,1,pose2,Resistor,4,-0.247,circuit_361.jpg,correct_better
0.1561,0.3631,1,pose0,Capacitor,5,-0.2069,circuit_361.jpg,correct_better
0.1125,0.3476,1,pose0,Inductor,7,-0.2351,circuit_361.jpg,correct_better
0.1129,0.3489,1,pose0,Resistor,8,-0.236,circuit_361.jpg,correct_better
0.1082,0.107,0,pose6,V-DC,0,0.0012,circuit_372.jpg,tied
0.1173,0.3486,1,pose0,Resistor,1,-0.2313,circuit_372.jpg,correct_better
0.1157,0.3097,1,pose2,Resistor,2,-0.194,circuit_372.jpg,correct_better
0.119,0.348,1,pose0,Inductor,3,-0.229,circuit_372.jpg,correct_better
0.123,0.3528,1,pose0,Resistor,4,-0.2298,circuit_372.jpg,correct_better
0.1605,0.3886,1,pose0,Capacitor,5,-0.2281,circuit_372.jpg,correct_better
0.1063,0.1052,0,pose6,V-DC,7,0.0011,circuit_372.jpg,tied
0.0941,0.094,0,pose6,I-DC,0,0.0001,circuit_374.jpg,tied
0.0959,0.0958,0,pose4,V-DC,1,0.0002,circuit_374.jpg,tied
0.1481,0.3729,1,pose0,Capacitor,2,-0.2248,circuit_374.jpg,correct_better
0.1112,0.3381,1,pose0,Resistor,3,-0.2268,circuit_374.jpg,correct_better
0.1035,0.3372,1,pose0,Inductor,4,-0.2337,circuit_374.jpg,correct_better
0.1447,0.3723,1,pose0,Capacitor,6,-0.2276,circuit_374.jpg,correct_better
0.1099,0.355,1,pose2,Inductor,7,-0.2451,circuit_374.jpg,correct_better
0.0924,0.0913,0,pose6,V-DC,0,0.0012,circuit_383.jpg,tied
0.0912,0.091,0,pose6,I-DC,1,0.0002,circuit_383.jpg,tied
0.1831,0.425,1,pose0,Capacitor,2,-0.2419,circuit_383.jpg,correct_better
0.0998,0.3524,1,pose2,Inductor,4,-0.2526,circuit_383.jpg,correct_better
0.1071,0.3455,1,pose0,Resistor,5,-0.2384,circuit_383.jpg,correct_better
0.104,0.3469,1,pose0,Resistor,6,-0.2429,circuit_383.jpg,correct_better
0.1055,0.3364,1,pose0,Resistor,7,-0.2308,circuit_383.jpg,correct_better
0.1129,0.3146,1,pose0,Inductor,0,-0.2018,circuit_384.jpg,correct_better
0.1468,0.3725,1,pose0,Capacitor,1,-0.2256,circuit_384.jpg,correct_better
0.1099,0.3392,1,pose0,Resistor,2,-0.2293,circuit_384.jpg,correct_better
0.1105,0.3478,1,pose0,Resistor,3,-0.2373,circuit_384.jpg,correct_better
0.1065,0.3559,1,pose2,Resistor,4,-0.2494,circuit_384.jpg,correct_better
0.0877,0.0876,0,pose4,V-DC,6,0.0001,circuit_384.jpg,tied
0.0906,0.0906,1,pose0,V-DC,0,-0.0001,circuit_386.jpg,tied
0.152,0.3677,1,pose0,Capacitor,1,-0.2157,circuit_386.jpg,correct_better
0.1553,0.3633,1,pose0,Capacitor,2,-0.208,circuit_386.jpg,correct_better
0.1195,0.3578,1,pose0,Inductor,3,-0.2383,circuit_386.jpg,correct_better
0.1093,0.3497,1,pose0,Inductor,4,-0.2404,circuit_386.jpg,correct_better
0.1168,0.3508,1,pose2,Resistor,8,-0.234,circuit_386.jpg,correct_better
0.1064,0.3548,1,pose2,Resistor,9,-0.2485,circuit_386.jpg,correct_better
0.1019,0.102,1,pose0,V-DC,0,-0.0001,circuit_394.jpg,tied
0.1047,0.1047,1,pose0,V-DC,1,-0.0,circuit_394.jpg,tied
0.1723,0.3768,1,pose2,Capacitor,2,-0.2045,circuit_394.jpg,correct_better
0.1173,0.1174,1,pose0,I-DC,3,-0.0001,circuit_394.jpg,tied
0.1134,0.3929,1,pose0,I-AC,4,-0.2795,circuit_394.jpg,correct_better
0.1741,0.3831,1,pose2,Capacitor,5,-0.209,circuit_394.jpg,correct_better
,,1,pose0,V-AC,6,,circuit_394.jpg,no_wrong_pose
0.1276,0.3759,1,pose0,Inductor,8,-0.2483,circuit_394.jpg,correct_better
0.1989,0.4029,1,pose2,Capacitor,9,-0.204,circuit_394.jpg,correct_better
0.2008,0.4127,1,pose2,Capacitor,10,-0.2119,circuit_394.jpg,correct_better
0.1438,0.3803,1,pose0,Inductor,11,-0.2365,circuit_394.jpg,correct_better
0.129,0.3709,1,pose0,Inductor,12,-0.2419,circuit_394.jpg,correct_better
0.1506,0.3833,1,pose0,Inductor,13,-0.2327,circuit_394.jpg,correct_better
0.1268,0.3529,1,pose0,Resistor,0,-0.226,circuit_41.jpg,correct_better
0.1794,0.4028,1,pose0,Capacitor,1,-0.2234,circuit_41.jpg,correct_better
0.1138,0.1127,0,pose6,V-DC,2,0.0011,circuit_41.jpg,tied
0.1256,0.1254,0,pose6,I-DC,4,0.0001,circuit_41.jpg,tied
0.1215,0.3457,1,pose0,Resistor,5,-0.2242,circuit_41.jpg,correct_better
0.1159,0.1922,1,pose2,Inductor,6,-0.0763,circuit_41.jpg,correct_better
0.1611,0.1593,0,pose4,Zener Diode,0,0.0018,circuit_415.jpg,tied
,,0,pose4,MOSFET-P,1,,circuit_415.jpg,no_correct_pose
0.1812,0.1468,0,pose6,MOSFET-N,2,0.0344,circuit_415.jpg,wrong_better
,,0,pose4,MOSFET-N,3,,circuit_415.jpg,no_correct_pose
,,0,pose6,MOSFET-P,4,,circuit_415.jpg,no_correct_pose
0.2743,0.269,0,pose0,MOSFET-P,5,0.0053,circuit_415.jpg,tied
0.256,0.1685,0,pose6,MOSFET-N,6,0.0874,circuit_415.jpg,wrong_better
0.1035,0.1034,0,pose4,V-DC,7,0.0001,circuit_415.jpg,tied
0.1111,0.3963,1,pose2,V-AC,9,-0.2851,circuit_415.jpg,correct_better
0.1007,0.3895,1,pose2,V-AC,10,-0.2888,circuit_415.jpg,correct_better
0.1341,0.3168,1,pose0,Resistor,11,-0.1827,circuit_415.jpg,correct_better
0.1106,0.389,1,pose2,I-AC,13,-0.2784,circuit_415.jpg,correct_better
