image,comp_id,class,terminal,n_terminals,gt_net,pred_net,verdict,n_nodes_seen,pose,pose_dist_frac
circuit_455.jpg,5,Resistor,0,2,0,0,ok,2,pose2,0.1075
circuit_455.jpg,5,Resistor,1,2,n1,n1,ok,2,pose2,0.1075
circuit_455.jpg,6,V-DC,0,2,0,n2,swapped,2,pose4,0.0931
circuit_455.jpg,6,V-DC,1,2,n2,0,swapped,2,pose4,0.0931
circuit_455.jpg,7,I-DC,0,2,0,0,ok,2,pose0,0.0936
circuit_455.jpg,7,I-DC,1,2,n2,n2,ok,2,pose0,0.0936
circuit_468.jpg,0,Inductor,0,2,n1,n1,ok,2,pose2,0.1235
circuit_468.jpg,0,Inductor,1,2,n2,n2,ok,2,pose2,0.1235
circuit_468.jpg,1,Inductor,0,2,n1,n1,ok,2,pose2,0.1188
circuit_468.jpg,1,Inductor,1,2,n3,n3,ok,2,pose2,0.1188
circuit_468.jpg,2,Inductor,0,2,n1,n1,ok,2,pose2,0.1382
circuit_468.jpg,2,Inductor,1,2,n5,n5,ok,2,pose2,0.1382
circuit_468.jpg,3,Inductor,0,2,n1,n1,ok,2,pose2,0.1295
circuit_468.jpg,3,Inductor,1,2,n6,n6,ok,2,pose2,0.1295
circuit_468.jpg,4,Capacitor,0,2,n2,n2,ok,2,pose0,0.1768
circuit_468.jpg,4,Capacitor,1,2,0,0,ok,2,pose0,0.1768
circuit_468.jpg,5,Capacitor,0,2,n3,n3,ok,2,pose0,0.168
circuit_468.jpg,5,Capacitor,1,2,0,0,ok,2,pose0,0.168
circuit_468.jpg,6,Capacitor,0,2,n5,n5,ok,2,pose0,0.1677
circuit_468.jpg,6,Capacitor,1,2,0,0,ok,2,pose0,0.1677
circuit_468.jpg,7,Capacitor,0,2,n6,n6,ok,2,pose0,0.1559
circuit_468.jpg,7,Capacitor,1,2,0,0,ok,2,pose0,0.1559
circuit_468.jpg,8,GND,0,1,0,0,ok,1,,
circuit_468.jpg,9,V-AC,0,2,n1,n1,ok,2,pose0,0.0988
circuit_468.jpg,9,V-AC,1,2,n2,n2,ok,2,pose0,0.0988
circuit_468.jpg,10,I-AC,0,2,n2,n2,ok,2,pose2,0.0979
circuit_468.jpg,10,I-AC,1,2,n3,n3,ok,2,pose2,0.0979
circuit_468.jpg,11,V-DC,0,2,n3,0,swapped,2,pose6,0.1109
circuit_468.jpg,11,V-DC,1,2,0,n3,swapped,2,pose6,0.1109
circuit_468.jpg,12,I-DC,0,2,0,0,ok,2,pose2,0.1106
circuit_468.jpg,12,I-DC,1,2,n4,n4,ok,2,pose2,0.1106
circuit_468.jpg,13,V-DC,0,2,n4,0,swapped,2,pose6,0.109
circuit_468.jpg,13,V-DC,1,2,0,n4,swapped,2,pose6,0.109
circuit_469.jpg,0,Capacitor,0,2,n2,n2,ok,2,pose0,0.1582
circuit_469.jpg,0,Capacitor,1,2,n3,n3,ok,2,pose0,0.1582
circuit_469.jpg,1,Inductor,0,2,n1,n1,ok,2,pose0,0.1297
circuit_469.jpg,1,Inductor,1,2,n2,n2,ok,2,pose0,0.1297
circuit_469.jpg,2,Resistor,0,2,0,0,ok,2,pose2,0.1333
circuit_469.jpg,2,Resistor,1,2,n1,n1,ok,2,pose2,0.1333
circuit_469.jpg,3,GND,0,1,0,0,ok,1,,
circuit_469.jpg,4,Capacitor,0,2,0,0,ok,2,pose0,0.1656
circuit_469.jpg,4,Capacitor,1,2,n2,n2,ok,2,pose0,0.1656
circuit_469.jpg,5,Resistor,0,2,n3,n3,ok,2,pose0,0.1212
circuit_469.jpg,5,Resistor,1,2,n4,n4,ok,2,pose0,0.1212
circuit_469.jpg,6,V-AC,0,2,0,0,ok,2,pose2,0.1064
circuit_469.jpg,6,V-AC,1,2,n4,n4,ok,2,pose2,0.1064
circuit_470.jpg,0,I-AC,0,2,n2,n2,ok,2,pose2,0.0963
circuit_470.jpg,0,I-AC,1,2,n3,n3,ok,2,pose2,0.0963
circuit_470.jpg,1,V-AC,0,2,n1,n1,ok,2,pose2,0.0955
circuit_470.jpg,1,V-AC,1,2,n2,n2,ok,2,pose2,0.0955
circuit_470.jpg,2,V-DC,0,2,0,n6,swapped,2,pose6,0.0922
circuit_470.jpg,2,V-DC,1,2,n6,0,swapped,2,pose6,0.0922
circuit_470.jpg,3,V-DC,0,2,n3,n6,swapped,2,pose6,0.0986
circuit_470.jpg,3,V-DC,1,2,n6,n3,swapped,2,pose6,0.0986
circuit_470.jpg,4,I-DC,0,2,n6,n6,ok,2,pose0,0.0869
circuit_470.jpg,4,I-DC,1,2,0,0,ok,2,pose0,0.0869
circuit_470.jpg,5,Capacitor,0,2,n2,n2,ok,2,pose0,0.1664
circuit_470.jpg,5,Capacitor,1,2,n6,n6,ok,2,pose0,0.1664
circuit_470.jpg,6,Inductor,0,2,n1,n1,ok,2,pose2,0.1204
circuit_470.jpg,6,Inductor,1,2,n2,n2,ok,2,pose2,0.1204
circuit_470.jpg,7,Inductor,0,2,n1,n1,ok,2,pose2,0.1215
circuit_470.jpg,7,Inductor,1,2,n3,n3,ok,2,pose2,0.1215
circuit_470.jpg,8,Inductor,0,2,n1,n1,ok,2,pose2,0.118
circuit_470.jpg,8,Inductor,1,2,n5,n5,ok,2,pose2,0.118
circuit_470.jpg,9,GND,0,1,0,0,ok,1,,
circuit_470.jpg,10,Inductor,0,2,n1,n1,ok,2,pose2,0.1253
circuit_470.jpg,10,Inductor,1,2,n4,n4,ok,2,pose2,0.1253
circuit_470.jpg,11,Capacitor,0,2,n3,n3,ok,2,pose0,0.1776
circuit_470.jpg,11,Capacitor,1,2,n6,n6,ok,2,pose0,0.1776
circuit_470.jpg,12,Capacitor,0,2,n5,n5,ok,2,pose0,0.1798
circuit_470.jpg,12,Capacitor,1,2,n6,n6,ok,2,pose0,0.1798
circuit_470.jpg,13,Capacitor,0,2,n4,n4,ok,2,pose0,0.1702
circuit_470.jpg,13,Capacitor,1,2,0,0,ok,2,pose0,0.1702
circuit_472.jpg,0,Op-Amp,0,3,n8,n9,swapped,3,pose3,0.2244
circuit_472.jpg,0,Op-Amp,1,3,n10,n8,swapped,3,pose3,0.2244
circuit_472.jpg,0,Op-Amp,2,3,n9,n10,swapped,3,pose3,0.2244
circuit_472.jpg,1,Diode,0,2,n1,n1,ok,3,pose0,0.1678
circuit_472.jpg,1,Diode,1,2,n4,n4,ok,3,pose0,0.1678
circuit_472.jpg,2,Diode,0,2,n1,n1,ok,2,pose0,0.1637
circuit_472.jpg,2,Diode,1,2,n3,n3,ok,2,pose0,0.1637
circuit_472.jpg,3,Diode,0,2,n3,n3,ok,2,pose0,0.1737
circuit_472.jpg,3,Diode,1,2,n2,n2,ok,2,pose0,0.1737
circuit_472.jpg,4,Diode,0,2,n4,n4,ok,2,pose0,0.1715
circuit_472.jpg,4,Diode,1,2,n2,n2,ok,2,pose0,0.1715
circuit_472.jpg,5,Inductor,0,2,n5,n5,ok,2,pose2,0.1266
circuit_472.jpg,5,Inductor,1,2,n2,n2,ok,2,pose2,0.1266
circuit_472.jpg,6,V-AC,0,2,n3,n3,ok,2,pose2,0.1091
circuit_472.jpg,6,V-AC,1,2,n4,n4,ok,2,pose2,0.1091
circuit_472.jpg,7,Capacitor,0,2,n7,n7,ok,2,pose0,0.183
circuit_472.jpg,7,Capacitor,1,2,n2,n2,ok,2,pose0,0.183
circuit_472.jpg,8,Resistor,0,2,n1,n1,ok,2,pose2,0.1247
circuit_472.jpg,8,Resistor,1,2,n6,n6,ok,2,pose2,0.1247
circuit_472.jpg,9,Capacitor,0,2,n1,n1,ok,2,pose0,0.1812
circuit_472.jpg,9,Capacitor,1,2,n5,n5,ok,2,pose0,0.1812
circuit_472.jpg,10,Resistor,0,2,n12,n12,ok,2,pose2,0.1435
circuit_472.jpg,10,Resistor,1,2,n2,n2,ok,2,pose2,0.1435
circuit_472.jpg,11,Inductor,0,2,n11,n11,ok,2,pose2,0.1342
circuit_472.jpg,11,Inductor,1,2,n12,n12,ok,2,pose2,0.1342
circuit_472.jpg,12,Zener Diode,0,2,n10,n10,ok,2,pose2,0.1426
circuit_472.jpg,12,Zener Diode,1,2,n12,n12,ok,2,pose2,0.1426
circuit_472.jpg,13,BJT-NPN,0,3,n1,n11,swapped,3,pose4,0.1873
circuit_472.jpg,13,BJT-NPN,1,3,n9,n1,swapped,3,pose4,0.1873
circuit_472.jpg,13,BJT-NPN,2,3,n11,n9,swapped,3,pose4,0.1873
circuit_472.jpg,14,Zener Diode,0,2,n6,n2,swapped,2,pose4,0.1401
circuit_472.jpg,14,Zener Diode,1,2,n2,n6,swapped,2,pose4,0.1401
circuit_472.jpg,15,BJT-PNP,0,3,n8,n8,ok,3,pose2,0.2075
circuit_472.jpg,15,BJT-PNP,1,3,n6,n7,swapped,3,pose2,0.2075
circuit_472.jpg,15,BJT-PNP,2,3,n7,n6,swapped,3,pose2,0.2075
circuit_481.jpg,0,Capacitor,0,2,n1,n1,ok,2,pose0,0.1722
circuit_481.jpg,0,Capacitor,1,2,n2,n2,ok,2,pose0,0.1722
circuit_481.jpg,1,V-AC,0,2,n2,n2,ok,2,pose2,0.1095
circuit_481.jpg,1,V-AC,1,2,0,0,ok,2,pose2,0.1095
circuit_481.jpg,2,Resistor,0,2,n2,n2,ok,2,pose0,0.1168
circuit_481.jpg,2,Resistor,1,2,n3,n3,ok,2,pose0,0.1168
circuit_481.jpg,3,Capacitor,0,2,n3,n3,ok,2,pose0,0.183
circuit_481.jpg,3,Capacitor,1,2,0,0,ok,2,pose0,0.183
circuit_481.jpg,4,I-AC,0,2,n1,n1,ok,2,pose2,0.1075
circuit_481.jpg,4,I-AC,1,2,n3,n3,ok,2,pose2,0.1075
circuit_481.jpg,5,Inductor,0,2,n3,n3,ok,2,pose0,0.1229
circuit_481.jpg,5,Inductor,1,2,n4,n4,ok,2,pose0,0.1229
circuit_481.jpg,6,GND,0,1,0,0,ok,1,,
circuit_481.jpg,7,Resistor,0,2,n1,n1,ok,2,pose2,0.1148
circuit_481.jpg,7,Resistor,1,2,n4,n4,ok,2,pose2,0.1148
circuit_481.jpg,8,I-AC,0,2,n4,n4,ok,2,pose2,0.1144
circuit_481.jpg,8,I-AC,1,2,0,0,ok,2,pose2,0.1144
circuit_485.jpg,0,V-DC,0,2,n3,n3,ok,2,pose0,0.0852
circuit_485.jpg,0,V-DC,1,2,0,0,ok,2,pose0,0.0852
circuit_485.jpg,1,Resistor,0,2,n1,n1,ok,2,pose0,0.1
circuit_485.jpg,1,Resistor,1,2,n2,n2,ok,2,pose0,0.1
circuit_485.jpg,2,Capacitor,0,2,n2,n2,ok,2,pose0,0.1394
circuit_485.jpg,2,Capacitor,1,2,n3,n3,ok,2,pose0,0.1394
circuit_485.jpg,3,V-DC,0,2,n1,0,swapped,2,pose4,0.0854
circuit_485.jpg,3,V-DC,1,2,0,n1,swapped,2,pose4,0.0854
circuit_485.jpg,4,Inductor,0,2,n2,n2,ok,2,pose2,0.098
circuit_485.jpg,4,Inductor,1,2,0,0,ok,2,pose2,0.098
circuit_485.jpg,5,GND,0,1,0,0,ok,1,,
circuit_492.jpg,0,BJT-PNP,0,3,n8,n8,ok,3,pose2,0.2522
circuit_492.jpg,0,BJT-PNP,1,3,n9,n10,swapped,3,pose2,0.2522
circuit_492.jpg,0,BJT-PNP,2,3,n10,n9,swapped,3,pose2,0.2522
circuit_492.jpg,1,BJT-PNP,0,3,n3,n3,ok,3,pose2,0.245
circuit_492.jpg,1,BJT-PNP,1,3,n2,n5,swapped,3,pose2,0.245
circuit_492.jpg,1,BJT-PNP,2,3,n5,n2,swapped,3,pose2,0.245
circuit_492.jpg,2,BJT-NPN,0,3,n7,n14,swapped,3,pose6,0.1481
circuit_492.jpg,2,BJT-NPN,1,3,n14,n16,swapped,3,pose6,0.1481
circuit_492.jpg,2,BJT-NPN,2,3,n16,n7,swapped,3,pose6,0.1481
circuit_492.jpg,3,BJT-NPN,0,3,n8,n8,ok,3,pose2,0.1454
circuit_492.jpg,3,BJT-NPN,1,3,n4,0,swapped,3,pose2,0.1454
circuit_492.jpg,3,BJT-NPN,2,3,0,n4,swapped,3,pose2,0.1454
circuit_492.jpg,4,GND,0,1,0,0,ok,1,,
circuit_492.jpg,5,Resistor,0,2,n5,n5,ok,2,pose0,0.1331
circuit_492.jpg,5,Resistor,1,2,n11,n11,ok,2,pose0,0.1331
circuit_492.jpg,6,Diode,0,2,n12,n12,ok,2,pose0,0.1613
circuit_492.jpg,6,Diode,1,2,n14,n14,ok,2,pose0,0.1613
circuit_492.jpg,7,Resistor,0,2,0,0,ok,2,pose2,0.1323
circuit_492.jpg,7,Resistor,1,2,n1,n1,ok,2,pose2,0.1323
circuit_492.jpg,8,Diode,0,2,n13,n12,swapped,2,pose6,0.1581
circuit_492.jpg,8,Diode,1,2,n12,n13,swapped,2,pose6,0.1581
circuit_492.jpg,9,Resistor,0,2,0,0,ok,2,pose2,0.1355
circuit_492.jpg,9,Resistor,1,2,n9,n9,ok,2,pose2,0.1355
circuit_492.jpg,10,Resistor,0,2,n6,n6,ok,2,pose2,0.1226
circuit_492.jpg,10,Resistor,1,2,n7,n7,ok,2,pose2,0.1226
circuit_492.jpg,11,Resistor,0,2,n11,n11,ok,2,pose0,0.137
circuit_492.jpg,11,Resistor,1,2,n12,n12,ok,2,pose0,0.137
circuit_492.jpg,12,BJT-NPN,0,3,n13,n8,swapped,3,pose6,0.1672
circuit_492.jpg,12,BJT-NPN,1,3,n8,0,swapped,3,pose6,0.1672
circuit_492.jpg,12,BJT-NPN,2,3,0,n13,swapped,3,pose6,0.1672
circuit_492.jpg,13,Resistor,0,2,n5,n5,ok,2,pose2,0.1343
circuit_492.jpg,13,Resistor,1,2,n6,n6,ok,2,pose2,0.1343
circuit_492.jpg,14,V-DC (one port),0,1,n7,n7,ok,1,any,0.3887
circuit_492.jpg,15,V-DC (one port),0,1,n6,n6,ok,1,any,0.3751
circuit_492.jpg,16,BJT-PNP,0,3,n15,n15,ok,3,pose2,0.2361
circuit_492.jpg,16,BJT-PNP,1,3,n13,n16,swapped,3,pose2,0.2361
circuit_492.jpg,16,BJT-PNP,2,3,n16,n13,swapped,3,pose2,0.2361
circuit_492.jpg,17,BJT-NPN,0,3,n3,n3,ok,3,pose2,0.1562
circuit_492.jpg,17,BJT-NPN,1,3,n4,0,swapped,3,pose2,0.1562
circuit_492.jpg,17,BJT-NPN,2,3,0,n4,swapped,3,pose2,0.1562
circuit_492.jpg,18,V-DC (one port),0,1,n12,n12,ok,1,any,0.402
circuit_492.jpg,19,BJT-NPN,0,3,n16,n15,swapped,3,pose6,0.1694
circuit_492.jpg,19,BJT-NPN,1,3,n15,0,swapped,3,pose6,0.1694
circuit_492.jpg,19,BJT-NPN,2,3,0,n16,swapped,3,pose6,0.1694
circuit_492.jpg,20,V-DC (one port),0,1,n10,n10,ok,1,any,0.4093
circuit_492.jpg,21,V-DC (one port),0,1,n1,n1,ok,1,any,0.3832
circuit_492.jpg,22,BJT-PNP,0,3,0,n2,swapped,3,pose4,0.2184
circuit_492.jpg,22,BJT-PNP,1,3,n1,n1,ok,3,pose4,0.2184
circuit_492.jpg,22,BJT-PNP,2,3,n2,0,swapped,3,pose4,0.2184
circuit_506.jpg,0,V-AC,0,2,n4,n4,ok,2,pose2,0.1025
circuit_506.jpg,0,V-AC,1,2,n3,n3,ok,2,pose2,0.1025
circuit_506.jpg,1,Diode,0,2,n3,n3,ok,2,pose0,0.1374
circuit_506.jpg,1,Diode,1,2,n2,n2,ok,2,pose0,0.1374
circuit_506.jpg,2,Diode,0,2,n4,n4,ok,2,pose0,0.1412
circuit_506.jpg,2,Diode,1,2,n2,n2,ok,2,pose0,0.1412
circuit_506.jpg,3,Diode,0,2,n1,n1,ok,2,pose0,0.135
circuit_506.jpg,3,Diode,1,2,n3,n3,ok,2,pose0,0.135
circuit_506.jpg,4,Diode,0,2,n1,n4,swapped,2,pose6,0.1438
circuit_506.jpg,4,Diode,1,2,n4,n1,swapped,2,pose6,0.1438
circuit_506.jpg,5,Zener Diode,0,2,n1,n6,swapped,2,pose4,0.1247
circuit_506.jpg,5,Zener Diode,1,2,n6,n1,swapped,2,pose4,0.1247
circuit_506.jpg,6,Zener Diode,0,2,n9,n9,ok,2,pose2,0.12
circuit_506.jpg,6,Zener Diode,1,2,n11,n11,ok,2,pose2,0.12
circuit_506.jpg,7,Op-Amp,0,3,n8,n10,swapped,3,pose3,0.2149
circuit_506.jpg,7,Op-Amp,1,3,n9,n8,swapped,3,pose3,0.2149
circuit_506.jpg,7,Op-Amp,2,3,n10,n9,swapped,3,pose3,0.2149
circuit_506.jpg,8,BJT-NPN,0,3,n2,n10,swapped,3,pose6,0.13
circuit_506.jpg,8,BJT-NPN,1,3,n10,n12,swapped,3,pose6,0.13
circuit_506.jpg,8,BJT-NPN,2,3,n12,n2,swapped,3,pose6,0.13
circuit_506.jpg,9,Inductor,0,2,n11,n11,ok,2,pose2,0.1055
circuit_506.jpg,9,Inductor,1,2,n12,n12,ok,2,pose2,0.1055
circuit_506.jpg,10,Inductor,0,2,n1,n1,ok,2,pose2,0.1129
circuit_506.jpg,10,Inductor,1,2,n5,n5,ok,2,pose2,0.1129
circuit_506.jpg,11,Capacitor,0,2,n5,n5,ok,2,pose0,0.1568
circuit_506.jpg,11,Capacitor,1,2,n2,n2,ok,2,pose0,0.1568
circuit_506.jpg,12,Capacitor,0,2,n1,n1,ok,2,pose7,0.1741
circuit_506.jpg,12,Capacitor,1,2,n7,n7,ok,2,pose7,0.1741
circuit_506.jpg,13,Resistor,0,2,n1,n1,ok,2,pose2,0.1136
circuit_506.jpg,13,Resistor,1,2,n11,n11,ok,2,pose2,0.1136
circuit_506.jpg,14,Resistor,0,2,n6,n6,ok,2,pose2,0.1217
circuit_506.jpg,14,Resistor,1,2,n2,n2,ok,2,pose2,0.1217
circuit_506.jpg,15,BJT-PNP,0,3,n8,n8,ok,3,pose2,0.231
circuit_506.jpg,15,BJT-PNP,1,3,n6,n7,swapped,3,pose2,0.231
circuit_506.jpg,15,BJT-PNP,2,3,n7,n6,swapped,3,pose2,0.231
circuit_522.jpg,0,BJT-PNP,0,3,0,0,ok,3,pose2,0.2128
circuit_522.jpg,0,BJT-PNP,1,3,n1,n2,swapped,3,pose2,0.2128
circuit_522.jpg,0,BJT-PNP,2,3,n2,n1,swapped,3,pose2,0.2128
circuit_522.jpg,1,BJT-NPN,0,3,n3,n4,swapped,3,pose6,0.1335
circuit_522.jpg,1,BJT-NPN,1,3,n4,0,swapped,3,pose6,0.1335
circuit_522.jpg,1,BJT-NPN,2,3,0,n3,swapped,3,pose6,0.1335
circuit_522.jpg,2,BJT-NPN,0,3,n5,n4,swapped,3,pose6,0.1274
circuit_522.jpg,2,BJT-NPN,1,3,n4,0,swapped,3,pose6,0.1274
circuit_522.jpg,2,BJT-NPN,2,3,0,n5,swapped,3,pose6,0.1274
circuit_522.jpg,3,BJT-NPN,0,3,n11,n15,swapped,3,pose6,0.1413
circuit_522.jpg,3,BJT-NPN,1,3,n15,0,swapped,3,pose6,0.1413
circuit_522.jpg,3,BJT-NPN,2,3,0,n11,swapped,3,pose6,0.1413
circuit_522.jpg,4,BJT-NPN,0,3,n9,n14,swapped,3,pose6,0.1281
circuit_522.jpg,4,BJT-NPN,1,3,n14,n11,swapped,3,pose6,0.1281
circuit_522.jpg,4,BJT-NPN,2,3,n11,n9,swapped,3,pose6,0.1281
circuit_522.jpg,5,BJT-PNP,0,3,n5,n5,ok,3,pose2,0.1262
circuit_522.jpg,5,BJT-PNP,1,3,n6,n10,swapped,3,pose2,0.1262
circuit_522.jpg,5,BJT-PNP,2,3,n10,n6,swapped,3,pose2,0.1262
circuit_522.jpg,6,BJT-PNP,0,3,n15,n15,ok,3,pose2,0.2231
circuit_522.jpg,6,BJT-PNP,1,3,n12,n11,swapped,3,pose2,0.2231
circuit_522.jpg,6,BJT-PNP,2,3,n11,n12,swapped,3,pose2,0.2231
circuit_522.jpg,7,BJT-PNP,0,3,n3,n3,ok,3,pose2,0.2124
circuit_522.jpg,7,BJT-PNP,1,3,n2,n7,swapped,3,pose2,0.2124
circuit_522.jpg,7,BJT-PNP,2,3,n7,n2,swapped,3,pose2,0.2124
circuit_522.jpg,8,Resistor,0,2,n8,n8,ok,2,pose2,0.1242
circuit_522.jpg,8,Resistor,1,2,n9,n9,ok,2,pose2,0.1242
circuit_522.jpg,9,Resistor,0,2,n7,n7,ok,2,pose2,0.1202
circuit_522.jpg,9,Resistor,1,2,n8,n8,ok,2,pose2,0.1202
circuit_522.jpg,10,Resistor,0,2,n7,n7,ok,2,pose0,0.1192
circuit_522.jpg,10,Resistor,1,2,n10,n10,ok,2,pose0,0.1192
circuit_522.jpg,11,Resistor,0,2,n10,n10,ok,2,pose0,0.1199
circuit_522.jpg,11,Resistor,1,2,n11,n11,ok,2,pose0,0.1199
circuit_522.jpg,12,Resistor,0,2,0,0,ok,2,pose2,0.1143
circuit_522.jpg,12,Resistor,1,2,n1,n1,ok,2,pose2,0.1143
circuit_522.jpg,13,Resistor,0,2,0,0,ok,2,pose2,0.1255
circuit_522.jpg,13,Resistor,1,2,n6,n6,ok,2,pose2,0.1255
circuit_522.jpg,14,Diode,0,2,n13,n13,ok,2,pose0,0.1535
circuit_522.jpg,14,Diode,1,2,n14,n14,ok,2,pose0,0.1535
circuit_522.jpg,15,Diode,0,2,n12,n12,ok,2,pose0,0.1647
circuit_522.jpg,15,Diode,1,2,n13,n13,ok,2,pose0,0.1647
circuit_522.jpg,16,V-DC (one port),0,1,n1,n1,ok,1,any,0.3867
circuit_522.jpg,17,V-DC (one port),0,1,n9,n9,ok,1,any,0.386
circuit_522.jpg,18,V-DC (one port),0,1,n11,n11,ok,1,any,0.3946
circuit_522.jpg,19,GND,0,1,0,0,ok,1,,
circuit_522.jpg,20,V-DC (one port),0,1,n8,n8,ok,1,any,0.3551
circuit_522.jpg,21,V-DC (one port),0,1,n10,n10,ok,1,any,0.3713
circuit_524.jpg,0,V-DC,0,2,0,n4,swapped,2,pose6,0.0849
circuit_524.jpg,0,V-DC,1,2,n4,0,swapped,2,pose6,0.0849
circuit_524.jpg,1,I-DC,0,2,0,n2,swapped,2,pose6,0.0848
circuit_524.jpg,1,I-DC,1,2,n2,0,swapped,2,pose6,0.0848
circuit_524.jpg,2,V-DC,0,2,0,0,ok,2,pose0,0.0812
circuit_524.jpg,2,V-DC,1,2,n1,n1,ok,2,pose0,0.0812
circuit_524.jpg,3,Resistor,0,2,0,0,ok,2,pose2,0.1007
circuit_524.jpg,3,Resistor,1,2,n2,n2,ok,2,pose2,0.1007
circuit_524.jpg,4,Resistor,0,2,n1,n1,ok,2,pose0,0.1079
circuit_524.jpg,4,Resistor,1,2,n2,n2,ok,2,pose0,0.1079
circuit_524.jpg,5,Inductor,0,2,n2,n2,ok,2,pose0,0.1097
circuit_524.jpg,5,Inductor,1,2,n3,n3,ok,2,pose0,0.1097
circuit_524.jpg,6,Capacitor,0,2,n3,n3,ok,2,pose2,0.1433
circuit_524.jpg,6,Capacitor,1,2,n4,n4,ok,2,pose2,0.1433
circuit_524.jpg,7,GND,0,1,0,0,ok,1,,
circuit_525.jpg,0,V-DC,0,2,0,n6,swapped,2,pose4,0.0987
circuit_525.jpg,0,V-DC,1,2,n6,0,swapped,2,pose4,0.0987
circuit_525.jpg,1,Op-Amp,0,3,n2,n9,swapped,3,pose7,0.1947
circuit_525.jpg,1,Op-Amp,1,3,n8,n2,swapped,3,pose7,0.1947
circuit_525.jpg,1,Op-Amp,2,3,n9,n8,swapped,3,pose7,0.1947
circuit_525.jpg,2,Op-Amp,0,3,0,0,ok,3,pose1,0.1895
circuit_525.jpg,2,Op-Amp,1,3,n1,n1,ok,3,pose1,0.1895
circuit_525.jpg,2,Op-Amp,2,3,n2,n2,ok,3,pose1,0.1895
circuit_525.jpg,3,Op-Amp,0,3,0,n4,swapped,3,pose4,0.1803
circuit_525.jpg,3,Op-Amp,1,3,n3,n3,ok,3,pose4,0.1803
circuit_525.jpg,3,Op-Amp,2,3,n4,0,swapped,3,pose4,0.1803
circuit_525.jpg,4,Op-Amp,0,3,0,n7,swapped,3,pose4,0.1095
circuit_525.jpg,4,Op-Amp,1,3,n6,n6,ok,3,pose4,0.1095
circuit_525.jpg,4,Op-Amp,2,3,n7,0,swapped,3,pose4,0.1095
circuit_525.jpg,5,Resistor,0,2,n4,n4,ok,2,pose0,0.1331
circuit_525.jpg,5,Resistor,1,2,n5,n5,ok,2,pose0,0.1331
circuit_525.jpg,6,Capacitor,0,2,n6,n6,ok,2,pose0,0.1647
circuit_525.jpg,6,Capacitor,1,2,n7,n7,ok,2,pose0,0.1647
circuit_525.jpg,7,I-DC,0,2,0,n1,swapped,2,pose6,0.1116
circuit_525.jpg,7,I-DC,1,2,n1,0,swapped,2,pose6,0.1116
circuit_525.jpg,8,Resistor,0,2,n7,n7,ok,2,pose0,0.1443
circuit_525.jpg,8,Resistor,1,2,n8,n8,ok,2,pose0,0.1443
circuit_525.jpg,9,Resistor,0,2,n9,n9,ok,2,pose0,0.13
circuit_525.jpg,9,Resistor,1,2,n5,n5,ok,2,pose0,0.13
circuit_525.jpg,10,Resistor,0,2,n2,n2,ok,2,pose0,0.1294
circuit_525.jpg,10,Resistor,1,2,n10,n10,ok,2,pose0,0.1294
circuit_525.jpg,11,Inductor,0,2,n1,n1,ok,2,pose0,0.1314
circuit_525.jpg,11,Inductor,1,2,n2,n2,ok,2,pose0,0.1314
circuit_525.jpg,12,Capacitor,0,2,n10,n10,ok,2,pose0,0.168
circuit_525.jpg,12,Capacitor,1,2,n11,n11,ok,2,pose0,0.168
circuit_525.jpg,13,Inductor,0,2,n3,n3,ok,2,pose0,0.1387
circuit_525.jpg,13,Inductor,1,2,n4,n4,ok,2,pose0,0.1387
circuit_525.jpg,14,Resistor,0,2,n11,n11,ok,2,pose0,0.1417
circuit_525.jpg,14,Resistor,1,2,n5,n5,ok,2,pose0,0.1417
circuit_525.jpg,15,Capacitor,0,2,n2,n2,ok,2,pose2,0.1919
circuit_525.jpg,15,Capacitor,1,2,n3,n3,ok,2,pose2,0.1919
circuit_525.jpg,16,Inductor,0,2,n8,n8,ok,2,pose0,0.1438
circuit_525.jpg,16,Inductor,1,2,n9,n9,ok,2,pose0,0.1438
circuit_525.jpg,17,GND,0,1,0,0,ok,1,,
circuit_525.jpg,18,GND,0,1,0,0,ok,1,,
circuit_525.jpg,19,Op-Amp,0,3,0,n11,swapped,3,pose4,0.1039
circuit_525.jpg,19,Op-Amp,1,3,n10,n10,ok,3,pose4,0.1039
circuit_525.jpg,19,Op-Amp,2,3,n11,0,swapped,3,pose4,0.1039
circuit_525.jpg,20,GND,0,1,0,0,ok,1,,
circuit_525.jpg,21,GND,0,1,0,0,ok,1,,
circuit_525.jpg,22,GND,0,1,0,0,ok,1,,
circuit_525.jpg,23,GND,0,1,0,0,ok,1,,
circuit_537.jpg,0,I-AC,0,2,0,0,ok,2,pose2,0.0921
circuit_537.jpg,0,I-AC,1,2,n1,n1,ok,2,pose2,0.0921
circuit_537.jpg,1,V-AC,0,2,0,0,ok,2,pose2,0.0955
circuit_537.jpg,1,V-AC,1,2,n3,n3,ok,2,pose2,0.0955
circuit_537.jpg,2,Capacitor,0,2,n1,n1,ok,2,pose0,0.1532
circuit_537.jpg,2,Capacitor,1,2,n3,n3,ok,2,pose0,0.1532
circuit_537.jpg,3,GND,0,1,0,0,ok,1,,
circuit_537.jpg,4,Inductor,0,2,0,0,ok,2,pose2,0.1355
circuit_537.jpg,4,Inductor,1,2,n1,n1,ok,2,pose2,0.1355
circuit_537.jpg,5,Resistor,0,2,n2,n2,ok,2,pose0,0.11
